Date,Open,High,Low,Close,Volume,Adj Close
2009-08-10,57.30,58.30,57.00,57.80,69103000,57.80
2009-08-06,57.50,57.50,56.50,56.80,53205000,56.80
2009-08-05,57.90,58.00,56.60,56.90,53365000,56.90
2009-08-04,58.60,58.80,56.70,57.60,62034000,57.60
2009-08-03,58.60,58.60,57.10,58.30,69991000,58.30
2009-07-31,58.30,59.20,58.10,58.90,196178000,58.90
2009-07-30,56.10,56.40,55.20,56.00,62361000,56.00
2009-07-29,58.00,58.00,55.90,56.50,56781000,56.50
2009-07-28,57.60,57.90,57.10,57.90,48101000,57.90
2009-07-27,57.20,57.90,56.90,57.60,49935000,57.60
2009-07-24,57.00,57.30,56.80,57.20,81642000,57.20
2009-07-23,55.50,56.70,55.40,56.50,69194000,56.50
2009-07-22,55.20,55.60,54.70,55.30,55795000,55.30
2009-07-21,55.00,55.50,54.60,55.50,67895000,55.50
2009-07-20,54.90,55.20,54.50,54.80,69655000,54.80
2009-07-17,54.90,55.00,53.90,54.00,54577000,54.00
2009-07-16,55.00,55.20,54.00,54.10,49572000,54.10
2009-07-15,53.40,55.00,53.10,53.60,73533000,53.60
2009-07-14,55.50,56.20,55.30,55.80,88881100,52.52
2009-07-13,57.20,57.30,54.40,55.00,67172100,51.77
2009-07-10,56.00,56.20,55.40,56.10,52935300,52.80
2009-07-09,54.40,56.10,54.30,55.30,60531100,52.05
2009-07-08,54.70,54.70,54.10,54.40,58099000,51.20
2009-07-07,54.40,55.60,54.30,55.40,37127700,52.15
2009-07-06,55.10,55.30,54.20,54.40,33242300,51.20
2009-07-03,54.10,55.00,54.10,55.00,27359100,51.77
2009-07-02,54.90,55.30,54.50,55.10,34404100,51.86
2009-07-01,54.30,55.50,53.60,55.00,46831900,51.77
2009-06-30,54.60,54.70,53.80,54.70,45144500,51.49
2009-06-29,54.50,54.50,53.10,53.40,64387300,50.26
2009-06-26,53.80,54.50,53.50,54.40,68721800,51.20
2009-06-25,53.50,53.90,53.10,53.70,56556300,50.55
2009-06-24,51.60,54.80,51.50,52.90,122965700,49.79
2009-06-23,51.80,51.80,51.30,51.30,59505000,48.29
2009-06-22,51.00,53.10,51.00,53.00,48037900,49.89
2009-06-19,52.20,52.50,51.70,52.30,66898800,49.23
2009-06-18,53.30,53.30,52.00,52.70,62847600,49.60
2009-06-17,52.90,52.90,51.80,52.00,83768700,48.95
2009-06-16,53.20,54.30,52.50,53.60,78092500,50.45
2009-06-15,54.60,55.00,52.60,53.30,98056800,50.17
2009-06-12,57.80,57.80,56.00,56.00,87307300,52.71
2009-06-11,58.00,58.30,56.50,58.30,54057900,54.88
2009-06-10,57.50,58.20,57.30,58.20,55321200,54.78
2009-06-09,56.70,57.80,56.00,56.10,75314600,52.80
2009-06-08,58.10,58.10,56.50,56.60,55954300,53.28
2009-06-05,57.90,57.90,57.00,57.40,42436100,54.03
2009-06-04,58.50,59.00,57.00,57.90,81700400,54.50
2009-06-03,59.20,59.80,58.80,59.80,73274500,56.29
2009-06-02,60.00,60.00,59.00,59.90,80862200,56.38
2009-06-01,60.50,60.60,58.50,59.00,102013500,55.53
2009-05-29,60.40,60.40,60.40,60.40,000,56.85
2009-05-28,60.40,60.40,60.40,60.40,000,56.85
2009-05-27,57.00,60.40,56.70,60.40,183899800,56.85
2009-05-26,55.90,56.80,55.60,56.60,62398400,53.28
2009-05-25,56.90,56.90,55.10,55.70,50797700,52.43
2009-05-22,56.60,56.70,55.90,56.20,57527100,52.90
2009-05-21,56.20,56.80,55.80,56.60,64073700,53.28
2009-05-20,56.80,56.80,55.70,56.20,64667700,52.90
2009-05-19,57.00,57.00,56.40,57.00,91570500,53.65
2009-05-18,55.50,56.00,54.20,56.00,62795400,52.71
2009-05-15,55.80,55.80,54.80,54.80,64244600,51.58
2009-05-14,55.00,55.40,54.40,54.50,82343600,51.30
2009-05-13,55.30,56.80,55.30,56.40,94040800,53.09
2009-05-12,56.00,56.00,55.00,55.40,83635000,52.15
2009-05-11,56.50,57.00,55.60,56.20,77070400,52.90
2009-05-08,55.60,56.30,55.40,56.30,96870900,52.99
2009-05-07,57.50,57.50,56.10,56.50,141852700,53.18
2009-05-06,58.00,58.00,56.60,57.50,176802500,54.12
2009-05-05,60.50,60.90,57.50,58.00,131490100,54.59
2009-05-04,58.90,59.00,57.80,59.00,177780400,55.53
2009-05-01,55.20,55.20,55.20,55.20,000,51.96
2009-04-30,55.20,55.20,54.40,55.20,155433200,51.96
2009-04-29,51.60,51.80,51.30,51.60,58527100,48.57
2009-04-28,50.90,51.50,50.60,51.00,55329200,48.00
2009-04-27,50.60,51.00,50.20,50.50,63072700,47.53
2009-04-24,51.60,51.80,50.30,50.50,82606900,47.53
2009-04-23,50.90,51.40,50.10,51.30,62227500,48.29
2009-04-22,51.60,51.60,50.50,50.70,67226400,47.72
2009-04-21,50.50,51.60,50.50,51.60,64313900,48.57
2009-04-20,51.40,51.90,50.70,51.90,78258300,48.85
2009-04-17,51.90,52.40,50.00,50.40,153010200,47.44
2009-04-16,52.20,52.40,51.10,51.30,93780500,48.29
2009-04-15,52.50,52.50,50.80,52.00,89649000,48.95
2009-04-14,52.10,52.60,51.30,52.50,72156900,49.42
2009-04-13,53.50,53.50,52.20,52.70,57354300,49.60
2009-04-10,53.00,53.00,52.00,53.00,43027000,49.89
2009-04-09,51.00,52.40,51.00,52.40,85832000,49.32
2009-04-08,51.50,51.50,49.60,50.20,112552900,47.25
2009-04-07,51.00,52.10,51.00,52.10,75857300,49.04
2009-04-06,53.50,53.50,51.60,52.40,77220100,49.32
2009-04-03,53.50,53.80,52.10,52.60,69842400,49.51
2009-04-02,52.30,52.50,51.50,52.40,84861100,49.32
2009-04-01,51.90,52.00,50.70,50.70,51845900,47.72
2009-03-31,51.60,52.80,51.40,51.40,69573100,48.38
2009-03-30,51.80,52.00,50.80,52.00,46200800,48.95
2009-03-27,52.60,52.60,51.60,51.90,53753400,48.85
2009-03-26,51.60,52.80,51.10,51.70,61318000,48.66
2009-03-25,52.00,53.00,51.60,52.20,74241300,49.13
2009-03-24,51.50,52.40,51.30,52.40,62127000,49.32
2009-03-23,48.40,50.40,48.40,50.30,59197500,47.35
2009-03-20,49.70,49.70,47.70,47.70,62498900,44.90
2009-03-19,50.50,50.60,49.10,49.20,50981600,46.31
2009-03-18,50.20,50.50,49.75,50.40,80529600,47.44
2009-03-17,50.00,50.20,49.65,50.00,58131200,47.06
2009-03-16,50.00,50.10,49.85,50.00,74268400,47.06
2009-03-13,49.00,50.00,48.80,49.50,114907600,46.59
2009-03-12,48.60,48.70,47.95,48.25,51724300,45.42
2009-03-11,48.60,49.00,48.00,48.70,84086300,45.84
2009-03-10,46.50,47.45,46.50,47.15,76816100,44.38
2009-03-09,48.00,48.60,47.00,48.25,69829400,45.42
2009-03-06,47.00,48.75,46.85,48.50,101923000,45.65
2009-03-05,46.85,47.40,46.00,46.60,78208000,43.86
2009-03-04,45.35,46.00,44.80,46.00,84194800,43.30
2009-03-03,44.80,44.85,44.25,44.60,58369300,41.98
2009-03-02,46.00,46.00,44.15,44.75,101285800,42.12
2009-02-27,45.30,45.45,44.80,44.95,59610500,42.31
2009-02-26,45.00,45.25,44.60,45.00,51748400,42.36
2009-02-25,45.00,45.30,44.30,44.70,53483000,42.07
2009-02-24,43.95,44.40,43.50,44.00,59968300,41.42
2009-02-23,43.80,45.20,43.50,45.00,48933400,42.36
2009-02-20,44.15,44.80,43.85,43.90,71748900,41.32
2009-02-19,45.20,46.20,44.00,45.40,57849800,42.73
2009-02-18,44.00,45.30,43.60,44.60,57631700,41.98
2009-02-17,45.10,45.40,43.05,43.80,69379100,41.23
2009-02-16,46.95,46.95,45.75,45.85,51524300,43.16
2009-02-13,45.80,46.25,45.80,45.95,49684100,43.25
2009-02-12,46.20,46.45,44.90,45.35,68792200,42.69
2009-02-11,44.00,46.10,44.00,46.05,80546700,43.35
2009-02-10,46.00,46.00,44.80,44.85,44570700,42.22
2009-02-09,46.40,46.60,45.40,45.50,104560100,42.83
2009-02-06,44.00,45.00,43.90,44.70,100351200,42.07
2009-02-05,42.90,43.30,42.40,42.40,69793200,39.91
2009-02-04,43.00,43.05,42.75,42.90,83271200,40.38
2009-02-03,43.05,43.05,42.30,42.85,88523400,40.33
2009-02-02,41.20,42.35,40.55,41.80,112945900,39.34
2009-01-30,40.20,40.20,40.20,40.20,000,37.84
2009-01-29,40.20,40.20,40.20,40.20,000,37.84
2009-01-28,40.20,40.20,40.20,40.20,000,37.84
2009-01-27,40.20,40.20,40.20,40.20,000,37.84
2009-01-26,40.20,40.20,40.20,40.20,000,37.84
2009-01-23,40.20,40.20,40.20,40.20,000,37.84
2009-01-22,40.20,40.20,40.20,40.20,000,37.84
2009-01-21,39.00,40.40,38.70,40.20,65519900,37.84
2009-01-20,40.00,40.00,39.60,39.60,81333600,37.27
2009-01-19,41.00,41.40,40.90,41.00,36530700,38.59
2009-01-16,42.00,42.00,41.15,41.70,32827300,39.25
2009-01-15,41.10,41.30,40.55,41.00,73444300,38.59
2009-01-14,43.50,44.00,43.00,43.00,45100300,40.47
2009-01-13,42.80,43.95,41.70,43.80,72003200,41.23
2009-01-12,40.50,41.90,40.50,41.65,49417800,39.20
2009-01-09,40.80,42.40,40.50,41.00,68485700,38.59
2009-01-08,43.50,43.50,41.50,41.55,88934400,39.11
2009-01-07,45.95,46.45,44.20,44.55,70769000,41.93
2009-01-06,46.05,46.25,45.00,45.60,34246300,42.92
2009-01-05,46.00,47.10,45.80,46.25,41163700,43.53
2009-01-02,44.40,44.40,44.40,44.40,000,41.79
2009-01-01,44.40,44.40,44.40,44.40,000,41.79
2008-12-31,45.50,45.50,43.90,44.40,20743100,41.79
2008-12-30,43.85,45.50,43.50,45.20,30441400,42.55
2008-12-29,43.60,43.60,42.60,43.35,17648800,40.80
2008-12-26,43.10,43.50,42.80,43.40,7415800,40.85
2008-12-25,43.40,43.40,42.80,43.10,6107300,40.57
2008-12-24,43.85,43.85,43.00,43.40,30835400,40.85
2008-12-23,43.50,44.45,42.80,43.85,38107500,41.27
2008-12-22,45.00,45.45,44.00,44.60,51111200,41.98
2008-12-19,44.00,45.35,44.00,44.95,39498500,42.31
2008-12-18,45.75,46.00,44.50,45.00,49571600,42.36
2008-12-17,46.00,46.10,45.20,46.00,87302300,43.30
2008-12-16,43.00,44.50,42.40,44.50,58276900,41.89
2008-12-15,43.50,44.50,43.45,43.45,68397200,40.90
2008-12-12,42.85,43.80,41.80,41.80,68770100,39.34
2008-12-11,44.00,44.90,43.50,44.90,82269200,42.26
2008-12-10,41.00,43.65,41.00,43.65,113429300,41.09
2008-12-09,40.75,40.80,39.80,40.80,79399000,38.40
2008-12-08,37.85,39.80,37.85,39.80,101543100,37.46
2008-12-05,37.30,37.85,37.00,37.20,40846200,35.02
2008-12-04,37.90,37.90,36.80,37.05,59691900,34.87
2008-12-03,36.85,37.55,36.50,37.15,73562900,34.97
2008-12-02,37.95,38.40,37.95,37.95,83978700,35.72
2008-12-01,39.80,41.90,39.80,40.80,62615500,38.40
2008-11-28,40.90,41.15,40.40,40.80,50929300,38.40
2008-11-27,40.90,41.25,40.55,40.90,62983300,38.50
2008-11-26,39.90,40.30,39.00,39.00,57932200,36.71
2008-11-25,39.10,39.90,38.50,39.90,82679300,37.56
2008-11-24,38.50,38.50,37.15,37.30,50246900,35.11
2008-11-21,36.40,39.30,36.40,38.50,56183500,36.24
2008-11-20,36.50,37.40,36.50,36.80,43302400,34.64
2008-11-19,38.10,39.40,38.00,38.00,50393700,35.77
2008-11-18,39.60,39.80,38.30,38.50,69764000,36.24
2008-11-17,40.00,41.50,40.00,40.80,43537500,38.40
2008-11-14,42.00,42.00,41.10,41.70,45642000,39.25
2008-11-13,41.00,41.65,40.50,40.50,57074900,38.12
2008-11-12,43.10,44.15,42.65,43.40,58458800,40.85
2008-11-11,42.70,44.00,42.00,43.10,38927600,40.57
2008-11-10,43.30,43.40,41.90,43.20,63185300,40.66
2008-11-07,41.55,44.65,41.55,43.50,98908000,40.94
2008-11-06,44.65,44.70,44.65,44.65,39522600,42.03
2008-11-05,49.20,49.40,47.25,48.00,74490500,45.18
2008-11-04,47.50,48.50,46.70,48.00,58564300,45.18
2008-11-03,49.50,49.50,46.00,47.00,59412500,44.24
2008-10-31,45.70,48.00,45.10,48.00,108091700,45.18
2008-10-30,43.25,44.90,43.25,44.90,73326800,42.26
2008-10-29,42.45,42.45,41.70,42.00,102281800,39.53
2008-10-28,37.15,40.60,36.50,39.70,84327500,37.37
2008-10-27,37.00,38.95,37.00,38.30,64823400,36.05
2008-10-24,39.75,40.05,39.75,39.75,60111000,37.42
2008-10-23,41.15,41.15,41.15,41.15,27365100,38.73
2008-10-22,42.70,43.70,42.60,42.60,48494200,40.10
2008-10-21,44.80,45.00,42.75,44.10,72999100,41.51
2008-10-20,43.40,44.50,43.40,44.20,74536800,41.60
2008-10-17,44.95,45.45,44.95,44.95,52474000,42.31
2008-10-16,46.55,46.55,46.55,46.55,16615600,43.82
2008-10-15,48.50,49.00,48.20,48.20,68217300,45.37
2008-10-14,49.90,49.90,49.25,49.90,90937400,46.97
2008-10-13,46.15,47.10,45.20,46.65,93666900,43.91
2008-10-10,46.10,46.10,46.10,46.10,000,43.39
2008-10-09,46.25,48.50,46.10,46.10,64536000,43.39
