Date,RM,RF,Year,Month
2007-10-25,0.013305629,0,2007,10
2007-10-24,-0.006289997,0,2007,10
2007-10-23,0.01514428,0,2007,10
2007-10-22,-0.026123316,0,2007,10
2007-10-19,-0.002630468,0,2007,10
2007-10-18,0.007834004,0,2007,10
2007-10-17,-0.00315977,0,2007,10
2007-10-16,0.007776476,0,2007,10
2007-10-15,0.002314544,0,2007,10
2007-10-12,-0.020747252,0,2007,10
2007-10-11,0.006000106,0,2007,10
2007-10-09,-0.007959107,0,2007,10
2007-10-08,0.010388614,0,2007,10
2007-10-05,-0.001052206,0,2007,10
2007-10-04,-0.007492729,0,2007,10
2007-10-03,0.00798275,0,2007,10
2007-10-02,0.014201402,0,2007,10
2007-10-01,0.008133277,0,2007,10
2007-09-28,-0.000180589,0,2007,9
2007-09-27,0.0168707,0,2007,9
2007-09-26,0.016714478,0,2007,9
2007-09-21,0.013608994,0,2007,9
2007-09-20,0.006346358,0,2007,9
2007-09-19,0.002974187,0,2007,9
2007-09-17,-0.0145843,0,2007,9
2007-09-14,0.011673025,0,2007,9
2007-09-13,-0.010057529,0,2007,9
2007-09-12,0.001666089,0,2007,9
2007-09-11,0.007333081,0,2007,9
2007-09-10,-0.008926512,0,2007,9
2007-09-07,0.000110901,0,2007,9
2007-09-06,0.011580855,0,2007,9
2007-09-05,-0.001023201,0,2007,9
2007-09-04,-0.00634524,0,2007,9
2007-09-03,-0.00024493,0,2007,9
2007-08-31,0.024050274,0,2007,8
2007-08-30,0.014796398,0,2007,8
2007-08-29,-0.009651048,0,2007,8
2007-08-28,0.001059838,0,2007,8
2007-08-27,0.003247377,0,2007,8
2007-08-24,-0.004895315,0,2007,8
2007-08-23,0.028184038,0,2007,8
2007-08-22,0.001695939,0,2007,8
2007-08-21,-0.0042886,0,2007,8
2007-08-20,0.052570427,0,2007,8
2007-08-17,-0.013544079,0,2007,8
2007-08-16,-0.045579911,0,2007,8
2007-08-15,-0.03568066,0,2007,8
2007-08-14,-0.003128999,0,2007,8
2007-08-13,0.000856537,0,2007,8
2007-08-10,-0.027365888,0,2007,8
2007-08-09,0.009136806,0,2007,8
2007-08-08,0.026759389,0,2007,8
2007-08-07,-0.00888195,0,2007,8
2007-08-06,-0.01281655,0,2007,8
2007-08-03,0.011982477,0,2007,8
2007-08-02,0.006600404,0,2007,8
2007-08-01,-0.042571267,0,2007,8
2007-07-31,0.023662534,0,2007,7
2007-07-30,-0.009791231,0,2007,7
2007-07-27,-0.042245689,0,2007,7
2007-07-26,-0.017834464,0,2007,7
2007-07-25,-0.000403323,0,2007,7
2007-07-24,0.012730771,0,2007,7
2007-07-23,0.00372109,0,2007,7
2007-07-20,0.011884969,0,2007,7
2007-07-19,-0.001269326,0,2007,7
2007-07-18,-0.00256369,0,2007,7
2007-07-17,0.009812771,0,2007,7
2007-07-16,-0.005699323,0,2007,7
2007-07-13,0.012495711,0,2007,7
2007-07-12,0.006830303,0,2007,7
2007-07-11,-0.009992829,0,2007,7
2007-07-10,0.001589141,0,2007,7
2007-07-09,0.019756626,0,2007,7
2007-07-06,0.004320795,0,2007,7
2007-07-05,0.008799225,0,2007,7
2007-07-04,0.008090082,0,2007,7
2007-07-03,0.006343762,0,2007,7
2007-07-02,0.006335548,0,2007,7
2007-06-29,-0.00108177,0,2007,6
2007-06-28,0.005496245,0,2007,6
2007-06-27,-0.002428447,0,2007,6
2007-06-26,-0.008215509,0,2007,6
2007-06-25,0.010490155,0,2007,6
2007-06-22,-0.000632626,0,2007,6
2007-06-21,0.010976624,0,2007,6
2007-06-20,0.021255849,0,2007,6
2007-06-15,0.014545506,0,2007,6
2007-06-14,0.012500015,0,2007,6
2007-06-13,-0.002851763,0,2007,6
2007-06-12,0.003763095,0,2007,6
2007-06-11,0.004598402,0,2007,6
2007-06-08,-0.006528821,0,2007,6
2007-06-07,0.004880525,0,2007,6
2007-06-06,0.001287333,0,2007,6
2007-06-05,0.00110913,0,2007,6
2007-06-04,0.005441278,0,2007,6
2007-06-01,0.012885285,0,2007,6
2007-05-31,-0.000293347,0,2007,5
2007-05-30,-0.004174056,0,2007,5
2007-05-29,0.003024463,0,2007,5
2007-05-28,-0.000386031,0,2007,5
2007-05-25,-0.00686918,0,2007,5
2007-05-24,-0.000654359,0,2007,5
2007-05-23,0.004049517,0,2007,5
2007-05-22,0.005777741,0,2007,5
2007-05-21,0.013374176,0,2007,5
2007-05-18,-0.000475245,0,2007,5
2007-05-17,0.006182583,0,2007,5
2007-05-16,0.001697799,0,2007,5
2007-05-15,-0.006914835,0,2007,5
2007-05-14,-0.000122019,0,2007,5
2007-05-11,-0.008067325,0,2007,5
2007-05-10,0.005483875,0,2007,5
2007-05-09,-0.005328663,0,2007,5
2007-05-08,-0.002394252,0,2007,5
2007-05-07,0.006100872,0,2007,5
2007-05-04,0.017586222,0,2007,5
2007-05-03,0.002988723,0,2007,5
2007-05-02,0.003507115,0,2007,5
2007-04-30,-0.009308855,0,2007,4
2007-04-27,-0.006327468,0,2007,4
2007-04-26,0.001927448,0,2007,4
2007-04-25,-0.007502787,0,2007,4
2007-04-24,0.004313111,0,2007,4
2007-04-23,0.008534913,0,2007,4
2007-04-20,0.006850366,0,2007,4
2007-04-19,-0.014329071,0,2007,4
2007-04-18,0.005530644,0,2007,4
2007-04-17,-0.010474244,0,2007,4
2007-04-16,0.005153518,0,2007,4
2007-04-13,-0.00902764,0,2007,4
2007-04-12,-0.001144172,0,2007,4
2007-04-11,0.004480399,0,2007,4
2007-04-10,-0.00101408,0,2007,4
2007-04-09,0.00649001,0,2007,4
2007-04-04,0.009038297,0,2007,4
2007-04-03,0.00607737,0,2007,4
2007-04-02,7.36E-05,0,2007,4
2007-03-30,0.004597156,0,2007,3
2007-03-29,0.007728418,0,2007,3
2007-03-28,-0.007269441,0,2007,3
2007-03-27,-0.004144548,0,2007,3
2007-03-26,0.002353893,0,2007,3
2007-03-23,0.004556685,0,2007,3
2007-03-22,0.008590917,0,2007,3
2007-03-21,0.002692536,0,2007,3
2007-03-20,-0.000162844,0,2007,3
2007-03-19,0.002287624,0,2007,3
2007-03-16,0.003097729,0,2007,3
2007-03-15,0.016603107,0,2007,3
2007-03-14,-0.014800885,0,2007,3
2007-03-13,0.00718953,0,2007,3
2007-03-12,0.008053434,0,2007,3
2007-03-09,-0.000748627,0,2007,3
2007-03-08,0.012429002,0,2007,3
2007-03-07,0.004003457,0,2007,3
2007-03-06,0.014500528,0,2007,3
2007-03-05,-0.04252637,0,2007,3
2007-03-02,-0.001028824,0,2007,3
2007-03-01,-0.028257546,0,2007,3
2007-02-27,0.000222779,0,2007,2
2007-02-26,0.011620537,0,2007,2
2007-02-14,0.009386273,0,2007,2
2007-02-13,-0.005083355,0,2007,2
2007-02-12,-0.010582058,0,2007,2
2007-02-09,0.002207283,0,2007,2
2007-02-08,-0.000998718,0,2007,2
2007-02-07,-0.003261912,0,2007,2
2007-02-06,0.011901397,0,2007,2
2007-02-05,0.000783075,0,2007,2
2007-02-02,0.009801936,0,2007,2
2007-02-01,0.000246765,0,2007,2
2007-01-31,-0.005202903,0,2007,1
2007-01-30,-0.001532549,0,2007,1
2007-01-29,-0.008889804,0,2007,1
2007-01-26,-0.012929452,0,2007,1
2007-01-25,-0.001483201,0,2007,1
2007-01-24,0.010592994,0,2007,1
2007-01-23,0.001261082,0,2007,1
2007-01-22,0.000304844,0,2007,1
2007-01-19,-0.006978942,0,2007,1
2007-01-18,0.007812121,0,2007,1
2007-01-17,0.005377255,0,2007,1
2007-01-16,0.001102332,0,2007,1
2007-01-15,0.002807371,0,2007,1
2007-01-12,0.018790977,0,2007,1
2007-01-11,-0.010387711,0,2007,1
2007-01-10,-0.011744529,0,2007,1
2007-01-09,0.006889233,0,2007,1
2007-01-08,-0.012616823,0,2007,1
2007-01-05,-0.012469579,0,2007,1
2007-01-04,0.002173721,0,2007,1
2007-01-03,-0.000441875,0,2007,1
2007-01-02,0.01240842,0,2007,1
2006-12-29,0.011740699,0,2006,12
2006-12-28,-3.23E-05,0,2006,12
2006-12-27,0.000723382,0,2006,12
2006-12-26,0.010563882,0,2006,12
2006-12-25,-0.00073963,0,2006,12
2006-12-22,0.004137285,0,2006,12
2006-12-21,-0.00358378,0,2006,12
2006-12-20,0.00651017,0,2006,12
2006-12-19,-0.003375906,0,2006,12
2006-12-18,0.011381091,0,2006,12
2006-12-15,0.007808396,0,2006,12
2006-12-14,0.004041448,0,2006,12
2006-12-13,-0.001107452,0,2006,12
2006-12-12,-0.020173092,0,2006,12
2006-12-11,-0.003166455,0,2006,12
2006-12-08,-0.006533516,0,2006,12
2006-12-07,-0.000885182,0,2006,12
2006-12-06,0.01096335,0,2006,12
2006-12-05,-0.004852877,0,2006,12
2006-12-04,0.004392158,0,2006,12
2006-12-01,0.006058628,0,2006,12
2006-11-30,0.012513731,0,2006,11
2006-11-29,0.003928843,0,2006,11
2006-11-28,-0.007096417,0,2006,11
2006-11-27,0.009530977,0,2006,11
2006-11-24,0.005778171,0,2006,11
2006-11-23,0.004887893,0,2006,11
2006-11-22,0.005346328,0,2006,11
2006-11-21,0.006639142,0,2006,11
2006-11-20,0.000267235,0,2006,11
2006-11-17,0.000283845,0,2006,11
2006-11-16,0.002850688,0,2006,11
2006-11-15,0.004554389,0,2006,11
2006-11-14,0.009526265,0,2006,11
2006-11-13,-0.005316272,0,2006,11
2006-11-10,0.003226064,0,2006,11
2006-11-09,-0.00379057,0,2006,11
2006-11-08,-0.000878261,0,2006,11
2006-11-07,0.009017701,0,2006,11
2006-11-06,-0.005748707,0,2006,11
2006-11-03,0.011798364,0,2006,11
2006-11-02,0.009140304,0,2006,11
2006-11-01,-0.001043963,0,2006,11
2006-10-31,0.003733989,0,2006,10
2006-10-30,-0.012917082,0,2006,10
2006-10-27,0.000833234,0,2006,10
2006-10-26,0.002967468,0,2006,10
2006-10-25,-0.005287837,0,2006,10
2006-10-24,0.008119018,0,2006,10
2006-10-23,0.000126432,0,2006,10
2006-10-20,0.006223708,0,2006,10
2006-10-19,-0.0031022,0,2006,10
2006-10-18,-0.008131299,0,2006,10
2006-10-17,-0.010667811,0,2006,10
2006-10-16,0.011687981,0,2006,10
2006-10-13,0.012057991,0,2006,10
2006-10-12,-0.00315271,0,2006,10
2006-10-11,0.001347674,0,2006,10
2006-10-05,0.017783324,0,2006,10
2006-10-04,-0.011772519,0,2006,10
2006-10-03,-0.00058469,0,2006,10
2006-10-02,0.011317657,0,2006,10
2006-09-29,-0.000300648,0,2006,9
2006-09-28,-0.008803286,0,2006,9
2006-09-27,0.006450538,0,2006,9
2006-09-26,-0.001368791,0,2006,9
2006-09-25,0.003719356,0,2006,9
2006-09-22,-0.000622651,0,2006,9
2006-09-21,0.001762199,0,2006,9
2006-09-20,-0.000595768,0,2006,9
2006-09-19,-8.86E-05,0,2006,9
2006-09-18,0.030143285,0,2006,9
2006-09-15,0.012459709,0,2006,9
2006-09-14,-0.009902669,0,2006,9
2006-09-13,0.005907274,0,2006,9
2006-09-12,-0.010180941,0,2006,9
2006-09-11,0.000115044,0,2006,9
2006-09-08,0.001178718,0,2006,9
2006-09-07,-0.000473955,0,2006,9
2006-09-06,-0.006879266,0,2006,9
2006-09-05,-0.002377503,0,2006,9
2006-09-04,0.01493206,0,2006,9
2006-09-01,0.006002931,0,2006,9
2006-08-31,0.003742151,0,2006,8
2006-08-30,0.016544983,0,2006,8
2006-08-29,0.005454043,0,2006,8
2006-08-28,-0.012481957,0,2006,8
2006-08-25,-0.00372788,0,2006,8
2006-08-24,-0.000867864,0,2006,8
2006-08-23,-0.005139449,0,2006,8
2006-08-22,0.012954355,0,2006,8
2006-08-21,-0.032012712,0,2006,8
2006-08-18,-0.001838579,0,2006,8
2006-08-17,0.005499781,0,2006,8
2006-08-16,0.012320242,0,2006,8
2006-08-15,0.000488513,0,2006,8
2006-08-14,0.006209006,0,2006,8
2006-08-11,-0.001141579,0,2006,8
2006-08-10,0.000819994,0,2006,8
2006-08-09,0.010931786,0,2006,8
2006-08-08,0.013329468,0,2006,8
2006-08-07,-0.004035632,0,2006,8
2006-08-04,-0.003049988,0,2006,8
2006-08-03,-0.001406183,0,2006,8
2006-08-02,0.004651119,0,2006,8
2006-08-01,-0.002032665,0,2006,8
2006-07-31,-0.003933599,0,2006,7
2006-07-28,0.003223284,0,2006,7
2006-07-27,0.012994814,0,2006,7
2006-07-26,-0.002284466,0,2006,7
2006-07-25,0.004931104,0,2006,7
2006-07-24,-0.00940497,0,2006,7
2006-07-21,-0.003682644,0,2006,7
2006-07-20,0.026524396,0,2006,7
2006-07-19,-0.001283946,0,2006,7
2006-07-18,0.004396114,0,2006,7
2006-07-17,-0.026482453,0,2006,7
2006-07-14,-0.021251294,0,2006,7
2006-07-13,-0.010022475,0,2006,7
2006-07-12,-0.000759136,0,2006,7
2006-07-11,-0.006484139,0,2006,7
2006-07-10,0.00328048,0,2006,7
2006-07-07,0.000231264,0,2006,7
2006-07-06,-0.000133634,0,2006,7
2006-07-05,-0.011069848,0,2006,7
2006-07-04,0.002382972,0,2006,7
2006-07-03,0.002101602,0,2006,7
2006-06-30,0.014683559,0,2006,6
2006-06-29,0.010160635,0,2006,6
2006-06-28,-0.004786691,0,2006,6
2006-06-27,0.007466645,0,2006,6
2006-06-26,0.011061155,0,2006,6
2006-06-23,-0.005063877,0,2006,6
2006-06-22,0.029455885,0,2006,6
2006-06-21,-0.010050994,0,2006,6
2006-06-20,-0.033341739,0,2006,6
2006-06-19,0.001105574,0,2006,6
2006-06-16,0.023244777,0,2006,6
2006-06-15,-0.006588334,0,2006,6
2006-06-14,0.020797796,0,2006,6
2006-06-13,-0.016404104,0,2006,6
2006-06-12,-0.000268441,0,2006,6
2006-06-09,0.01781797,0,2006,6
2006-06-08,-0.042483146,0,2006,6
2006-06-07,-0.017462895,0,2006,6
2006-06-06,0.002233715,0,2006,6
2006-06-05,-0.035112448,0,2006,6
2006-06-02,0.012629422,0,2006,6
2006-06-01,0.003781246,0,2006,6
2006-05-30,-0.004641744,0,2006,5
2006-05-29,-9.16E-05,0,2006,5
2006-05-26,0.002602872,0,2006,5
2006-05-25,-0.002233529,0,2006,5
2006-05-24,0.004826139,0,2006,5
2006-05-23,-0.013588421,0,2006,5
2006-05-22,-0.019209375,0,2006,5
2006-05-19,0.0057037,0,2006,5
2006-05-18,-0.011634393,0,2006,5
2006-05-17,0.006638001,0,2006,5
2006-05-16,-0.014833446,0,2006,5
2006-05-15,-0.014096794,0,2006,5
2006-05-12,-0.011205673,0,2006,5
2006-05-11,0.005015898,0,2006,5
2006-05-10,-0.008692722,0,2006,5
2006-05-09,-0.0113874,0,2006,5
2006-05-08,0.014057505,0,2006,5
2006-05-05,0.003458116,0,2006,5
2006-05-04,0.014176299,0,2006,5
2006-05-03,0.005940608,0,2006,5
2006-05-02,0.003880493,0,2006,5
2006-04-28,0.004983037,0,2006,4
2006-04-27,-0.004571083,0,2006,4
2006-04-26,0.01544489,0,2006,4
2006-04-25,-0.005087344,0,2006,4
2006-04-24,0.000421539,0,2006,4
2006-04-21,-0.001364262,0,2006,4
2006-04-20,0.009086802,0,2006,4
2006-04-19,0.007056339,0,2006,4
2006-04-18,-0.001518552,0,2006,4
2006-04-17,0.006839227,0,2006,4
2006-04-14,0.014119555,0,2006,4
2006-04-13,0.006938386,0,2006,4
2006-04-12,0.007596375,0,2006,4
2006-04-11,-0.003461325,0,2006,4
2006-04-10,-0.000191686,0,2006,4
2006-04-07,0.003123881,0,2006,4
2006-04-06,0.014285286,0,2006,4
2006-04-04,0.000726644,0,2006,4
2006-04-03,0.00707442,0,2006,4
2006-03-31,0.010374179,0,2006,3
2006-03-30,0.007391471,0,2006,3
2006-03-29,0.006845526,0,2006,3
2006-03-28,0.004982988,0,2006,3
2006-03-27,0.007093099,0,2006,3
2006-03-24,0.001888571,0,2006,3
2006-03-23,-0.004171321,0,2006,3
2006-03-22,-0.010339066,0,2006,3
2006-03-21,-0.00897565,0,2006,3
2006-03-20,-0.001845733,0,2006,3
2006-03-17,0.003626452,0,2006,3
2006-03-16,-0.002104714,0,2006,3
2006-03-15,0.009085125,0,2006,3
2006-03-14,-0.012929684,0,2006,3
2006-03-13,0.008311918,0,2006,3
2006-03-10,0.000649043,0,2006,3
2006-03-09,0.004164364,0,2006,3
2006-03-08,-0.005324792,0,2006,3
2006-03-07,-0.012413736,0,2006,3
2006-03-06,0.003375213,0,2006,3
2006-03-03,-0.013442803,0,2006,3
2006-03-02,0.004471232,0,2006,3
2006-03-01,0.007888284,0,2006,3
2006-02-27,0.003580485,0,2006,2
2006-02-24,0.009812053,0,2006,2
2006-02-23,-0.008576416,0,2006,2
2006-02-22,-0.015201666,0,2006,2
2006-02-21,-0.00823145,0,2006,2
2006-02-20,0.001917962,0,2006,2
2006-02-17,-0.001523056,0,2006,2
2006-02-16,0.012948417,0,2006,2
2006-02-15,-0.002189636,0,2006,2
2006-02-14,0.007722914,0,2006,2
2006-02-13,-0.004947748,0,2006,2
2006-02-10,-0.005310605,0,2006,2
2006-02-09,0.000908801,0,2006,2
2006-02-08,-0.01428108,0,2006,2
2006-02-07,1.79E-05,0,2006,2
2006-02-06,0.019009493,0,2006,2
2006-02-03,0.009555769,0,2006,2
2006-01-25,0.012436569,0,2006,1
2006-01-24,0.010963699,0,2006,1
2006-01-23,-0.016134726,0,2006,1
2006-01-20,-0.003940242,0,2006,1
2006-01-19,0.002057265,0,2006,1
2006-01-18,-0.03160762,0,2006,1
2006-01-17,-0.001954142,0,2006,1
2006-01-16,0.006259774,0,2006,1
2006-01-13,-0.00643213,0,2006,1
2006-01-12,-0.001526153,0,2006,1
2006-01-11,0.004247547,0,2006,1
2006-01-10,-0.005189554,0,2006,1
2006-01-09,0.007105494,0,2006,1
2006-01-06,-0.002242964,0,2006,1
2006-01-05,0.014120887,0,2006,1
2006-01-04,0.003742546,0,2006,1
2006-01-03,0.020072547,0,2006,1
2006-01-02,-0.013175858,0,2006,1
2005-12-30,-0.004135028,0,2005,12
2005-12-29,0.007836736,0,2005,12
2005-12-28,-0.001100804,0,2005,12
2005-12-27,-0.000486628,0,2005,12
2005-12-26,0.003399548,0,2005,12
2005-12-23,0.014870972,0,2005,12
2005-12-22,-0.008450391,0,2005,12
2005-12-21,0.006853002,0,2005,12
2005-12-20,-0.000556642,0,2005,12
2005-12-19,0.012712005,0,2005,12
2005-12-16,0.014735231,0,2005,12
2005-12-15,0.003707891,0,2005,12
2005-12-14,-0.00412542,0,2005,12
2005-12-13,-0.000815475,0,2005,12
2005-12-12,0.000308092,0,2005,12
2005-12-09,0.002427515,0,2005,12
2005-12-08,-0.012691326,0,2005,12
2005-12-07,-0.003306816,0,2005,12
2005-12-06,0.000348124,0,2005,12
2005-12-05,0.019162138,0,2005,12
2005-12-02,0.00795007,0,2005,12
2005-12-01,-0.003812382,0,2005,12
2005-11-30,0.010417769,0,2005,11
2005-11-29,-0.010369384,0,2005,11
2005-11-28,0.012342939,0,2005,11
2005-11-25,0.002668569,0,2005,11
2005-11-24,-0.001899234,0,2005,11
2005-11-23,0.010616931,0,2005,11
2005-11-22,-0.007246757,0,2005,11
2005-11-21,-0.000543662,0,2005,11
2005-11-18,0.014250267,0,2005,11
2005-11-17,-0.004177831,0,2005,11
2005-11-16,0.002563533,0,2005,11
2005-11-15,-0.008692193,0,2005,11
2005-11-14,0.001376073,0,2005,11
2005-11-11,0.014509791,0,2005,11
2005-11-10,0.002898983,0,2005,11
2005-11-09,0.020758578,0,2005,11
2005-11-08,-0.001836055,0,2005,11
2005-11-07,-0.008686106,0,2005,11
2005-11-04,0.009172057,0,2005,11
2005-11-03,-0.002105489,0,2005,11
2005-11-02,0.012410299,0,2005,11
2005-11-01,0.005917457,0,2005,11
2005-10-31,0.023314521,0,2005,10
2005-10-28,-0.00498306,0,2005,10
2005-10-27,-0.006935966,0,2005,10
2005-10-26,-0.003598826,0,2005,10
2005-10-25,0.000704881,0,2005,10
2005-10-24,-0.003742969,0,2005,10
2005-10-21,-0.001607516,0,2005,10
2005-10-20,0.009455302,0,2005,10
2005-10-19,-0.023432502,0,2005,10
2005-10-18,0.000775797,0,2005,10
2005-10-17,-0.023923325,0,2005,10
2005-10-14,0.001503328,0,2005,10
2005-10-13,-0.004557905,0,2005,10
2005-10-12,-0.013053462,0,2005,10
2005-10-11,-0.002507465,0,2005,10
2005-10-07,-0.002291738,0,2005,10
2005-10-06,-0.006389558,0,2005,10
2005-10-05,-0.001157581,0,2005,10
2005-10-04,0.002971953,0,2005,10
2005-10-03,0.000867844,0,2005,10
2005-09-30,0.018073241,0,2005,9
2005-09-29,0.01325324,0,2005,9
2005-09-28,-0.002299392,0,2005,9
2005-09-27,0.002504131,0,2005,9
2005-09-26,0.000786426,0,2005,9
2005-09-23,-0.007789607,0,2005,9
2005-09-22,-0.015703752,0,2005,9
2005-09-21,-0.006225687,0,2005,9
2005-09-20,0.011558108,0,2005,9
2005-09-19,0.000721245,0,2005,9
2005-09-16,-0.008437237,0,2005,9
2005-09-15,-0.010756745,0,2005,9
2005-09-14,-0.003303572,0,2005,9
2005-09-13,0.000665047,0,2005,9
2005-09-12,0.007504421,0,2005,9
2005-09-09,-0.00501148,0,2005,9
2005-09-08,0.001423189,0,2005,9
2005-09-07,0.000162863,0,2005,9
2005-09-06,0.006781684,0,2005,9
2005-09-05,-0.002823718,0,2005,9
2005-09-02,0.013686983,0,2005,9
2005-08-31,0.000223802,0,2005,8
2005-08-30,-0.002863075,0,2005,8
2005-08-29,-0.014195273,0,2005,8
2005-08-26,0.004401227,0,2005,8
2005-08-25,-0.002869155,0,2005,8
2005-08-24,-0.01096659,0,2005,8
2005-08-23,-0.001848018,0,2005,8
2005-08-22,0.007746463,0,2005,8
2005-08-19,-0.007437442,0,2005,8
2005-08-18,-0.005900428,0,2005,8
2005-08-17,-7.69E-05,0,2005,8
2005-08-16,-0.000437141,0,2005,8
2005-08-15,-0.016654332,0,2005,8
2005-08-12,-0.000442261,0,2005,8
2005-08-11,-0.000492383,0,2005,8
2005-08-10,-0.003630094,0,2005,8
2005-08-09,-4.70E-06,0,2005,8
2005-08-08,-0.010235789,0,2005,8
2005-08-04,-0.001480892,0,2005,8
2005-08-03,0.017660486,0,2005,8
2005-08-02,0.005645275,0,2005,8
2005-08-01,-0.000641637,0,2005,8
2005-07-29,-0.00998488,0,2005,7
2005-07-28,0.007647872,0,2005,7
2005-07-27,-0.006112005,0,2005,7
2005-07-26,-0.008455794,0,2005,7
2005-07-25,0.006224993,0,2005,7
2005-07-22,-0.002080065,0,2005,7
2005-07-21,-0.004635878,0,2005,7
2005-07-20,0.001164215,0,2005,7
2005-07-19,0.000896953,0,2005,7
2005-07-15,-0.001209033,0,2005,7
2005-07-14,0.006470036,0,2005,7
2005-07-13,0.002874752,0,2005,7
2005-07-12,0.009517595,0,2005,7
2005-07-11,0.015715806,0,2005,7
2005-07-08,-0.001802788,0,2005,7
2005-07-07,-0.001518792,0,2005,7
2005-07-06,-0.001603006,0,2005,7
2005-07-05,-0.006244419,0,2005,7
2005-07-04,-0.000149869,0,2005,7
2005-07-01,0.004838239,0,2005,7
2005-06-30,0.001651248,0,2005,6
2005-06-29,-0.013486173,0,2005,6
2005-06-28,0.00219737,0,2005,6
2005-06-27,-0.005945725,0,2005,6
2005-06-24,-0.005204068,0,2005,6
2005-06-23,0.002521301,0,2005,6
2005-06-22,0.012641635,0,2005,6
2005-06-21,-0.002926842,0,2005,6
2005-06-20,0.000529112,0,2005,6
2005-06-17,0.001774797,0,2005,6
2005-06-16,0.004847971,0,2005,6
2005-06-15,0.007467256,0,2005,6
2005-06-14,-0.004058706,0,2005,6
2005-06-13,0.006249647,0,2005,6
2005-06-10,0.007554605,0,2005,6
2005-06-09,-0.002554506,0,2005,6
2005-06-08,0.009150331,0,2005,6
2005-06-07,-0.005177945,0,2005,6
2005-06-06,0.004849418,0,2005,6
2005-06-03,0.011337069,0,2005,6
2005-06-02,0.011363751,0,2005,6
2005-06-01,-0.006643866,0,2005,6
2005-05-31,0.000339461,0,2005,5
2005-05-30,0.002999224,0,2005,5
2005-05-27,0.008776951,0,2005,5
2005-05-26,0.008642225,0,2005,5
2005-05-25,-0.003481072,0,2005,5
2005-05-24,0.004018384,0,2005,5
2005-05-23,-0.011627809,0,2005,5
2005-05-20,-0.002683098,0,2005,5
2005-05-19,0.013560059,0,2005,5
2005-05-18,-0.000539531,0,2005,5
2005-05-17,-0.005378104,0,2005,5
2005-05-16,-0.009295358,0,2005,5
2005-05-13,0.007899437,0,2005,5
2005-05-12,0.002952445,0,2005,5
2005-05-11,-0.005490941,0,2005,5
2005-05-10,-0.002857454,0,2005,5
2005-05-09,-0.000185993,0,2005,5
2005-05-06,0.006825812,0,2005,5
2005-05-05,0.021334739,0,2005,5
2005-05-04,-0.002499046,0,2005,5
2005-05-03,2.58E-05,0,2005,5
2005-04-29,-0.004142226,0,2005,4
2005-04-28,0.011075979,0,2005,4
2005-04-27,-0.004647517,0,2005,4
2005-04-26,0.008151697,0,2005,4
2005-04-25,0.001952292,0,2005,4
2005-04-22,0.004386586,0,2005,4
2005-04-21,0.005090453,0,2005,4
2005-04-20,-0.00962711,0,2005,4
2005-04-19,0.005807361,0,2005,4
2005-04-18,-0.029415611,0,2005,4
2005-04-15,-0.014775762,0,2005,4
2005-04-14,-0.003567808,0,2005,4
2005-04-13,0.000699045,0,2005,4
2005-04-12,0.002419967,0,2005,4
2005-04-11,-0.007411932,0,2005,4
2005-04-08,0.008759562,0,2005,4
2005-04-07,-0.006939398,0,2005,4
2005-04-06,-0.00106978,0,2005,4
2005-04-04,-0.00146299,0,2005,4
2005-04-01,0.003807935,0,2005,4
2005-03-31,0.008039638,0,2005,3
2005-03-30,-0.000546866,0,2005,3
2005-03-29,-0.014465823,0,2005,3
2005-03-28,-0.002830573,0,2005,3
2005-03-25,0.010816531,0,2005,3
2005-03-24,-0.003071689,0,2005,3
2005-03-23,0.000116302,0,2005,3
2005-03-22,-0.006629851,0,2005,3
2005-03-21,0.002483475,0,2005,3
2005-03-18,0.001903035,0,2005,3
2005-03-17,-0.00656911,0,2005,3
2005-03-16,0.001464506,0,2005,3
2005-03-15,-0.014950833,0,2005,3
2005-03-14,-0.007852707,0,2005,3
2005-03-11,0.001889373,0,2005,3
2005-03-10,-0.003339621,0,2005,3
2005-03-09,0.006469755,0,2005,3
2005-03-08,-0.007584575,0,2005,3
2005-03-07,0.004343179,0,2005,3
2005-03-04,-0.001412361,0,2005,3
2005-03-03,-0.003673748,0,2005,3
2005-03-02,-0.00550187,0,2005,3
2005-03-01,0.008353966,0,2005,3
2005-02-25,0.012970886,0,2005,2
2005-02-24,0.001114102,0,2005,2
2005-02-23,0.002349697,0,2005,2
2005-02-22,-0.00579705,0,2005,2
2005-02-21,0.004472294,0,2005,2
2005-02-18,0.007125965,0,2005,2
2005-02-17,-0.011610664,0,2005,2
2005-02-16,0.003446367,0,2005,2
2005-02-15,0.001634383,0,2005,2
2005-02-14,0.012892321,0,2005,2
2005-02-03,0.002643432,0,2005,2
2005-02-02,0.006210775,0,2005,2
2005-02-01,-0.002117036,0,2005,2
2005-01-31,0.019439007,0,2005,1
2005-01-28,0.006361719,0,2005,1
2005-01-27,0.001266415,0,2005,1
2005-01-26,0.009099477,0,2005,1
2005-01-25,0.001952705,0,2005,1
2005-01-24,-0.013238364,0,2005,1
2005-01-21,-0.006655797,0,2005,1
2005-01-20,-0.001229783,0,2005,1
2005-01-19,-0.006441316,0,2005,1
2005-01-18,-0.001967951,0,2005,1
2005-01-17,0.009465967,0,2005,1
2005-01-14,0.006077958,0,2005,1
2005-01-13,-0.004276179,0,2005,1
2005-01-12,-0.016162231,0,2005,1
